<ID> ,ratio[0]                ,ratio[1]                ,ratio[2]                ,ratio[3]                ,ratio[4]                ,ratio[5]                ,ratio[6]                ,ratio[7]                ,ratio[8]                ,ratio[9]                ,ratio[10]               ,ratio[11]               ,ratio[12]               ,ratio[13]               ,ratio[14]               ,ratio[15]               ,Cx,CY,CZ,CMx,CMY,CMZ
285,-0.108562417,-0.077981127,0.046480745,0.04230255,-0.052940997,-0.131970842,-0.009117698,-0.040490674,0.008131004,-0.002019741,-0.019451912,-0.051255384,-0.008958825,-0.045726041,-0.034765963,1.828291454,0.01923662,0.089266476,-0.025186737,-0.017672517,0.020569523,0.062991762
286,-0.055249157,-0.071228381,-0.061326449,-0.001431097,-0.007346699,-0.108752333,-0.101684169,-0.01240585,-0.03791675,-0.014678337,0.018564582,-0.030395025,-0.043989831,-0.014902069,0.013856277,2.310596716,0.019020208,0.086929405,-0.025662822,-0.016802118,0.02062619,0.060619094
287,0.017737385,-0.031658611,-0.179485198,-0.094667314,0.027602692,-0.097398584,-0.011464063,-0.106985218,-0.102035656,0.018590586,-0.066787484,-0.050754485,-0.037579774,-0.033335478,-0.045047649,2.693328997,0.02138847,0.090836023,-0.027705118,-0.017940713,0.022804128,0.063068052
288,-0.185627093,-0.119829853,-0.079805418,-0.192582917,0.017473186,0.036673708,-0.00569042,-0.010720992,-0.049285474,0.003404858,0.013577882,-0.037497314,-0.002702496,-0.001439901,0.006856298,0.029732997,0.018961806,0.085574832,-0.024753767,-0.017432456,0.019950936,0.060254064
289,0.04265862,-0.04693004,0.005245428,-0.002442303,-0.031852865,-0.024910747,-0.116922657,-0.02473941,-0.092023942,-0.039346977,-0.069152708,-0.072351637,0.012906063,0.016218308,0.003531991,7.840352367,0.018240621,0.084064185,-0.025995902,-0.014890559,0.020691215,0.058314143
290,-0.094173673,-0.143058346,-0.078037079,-0.006717033,-0.022357731,-0.197627103,-0.022213616,-0.008997852,-0.03015335,-0.055697006,-0.03596253,-0.073154469,-0.049004125,-0.009339336,-0.022029506,5.118484215,0.018925865,0.083743368,-0.025799199,-0.01577274,0.020352627,0.057349738
291,-0.102306701,-0.114752208,-0.142429565,0.044798615,-0.026783431,-0.156482991,-0.1138817,-0.068899807,0.006375054,-0.071672034,-0.042201778,-0.020089718,0.016923984,-0.038561636,0.016112281,19.9299284,0.015008018,0.067323414,-0.022836164,-0.009796578,0.016521525,0.043597736
292,-0.030191895,-0.021837582,-0.086149815,0.036644369,-0.16513974,0.001331787,-0.065410585,-0.08735542,-0.085482704,-0.015604849,0.012996779,-0.018321489,0.011675542,-0.050501406,-0.058084345,17.93549831,0.015719975,0.07159862,-0.023174378,-0.010852034,0.017320464,0.04746156
293,-0.088296762,0.030195919,-0.174987801,-0.11657351,0.013324343,-0.104294291,-0.095440816,-0.039082669,-0.118264344,-0.06552183,-0.06586858,-0.01379699,-0.025698306,0.01968467,-0.045709267,19.83849514,0.01549508,0.067296686,-0.023323427,-0.009514338,0.017058064,0.04392626
294,-0.019418874,-0.111447253,-0.151747196,-0.029714274,0.037381495,-0.178162279,-0.090293586,-0.081262995,-0.070559944,-0.011791884,-0.072121307,-0.045365107,-0.052474049,-0.054000631,-0.006704244,11.36572038,0.01796882,0.07812385,-0.02605728,-0.013197018,0.019977085,0.052323539
295,-0.083274145,-0.184631591,-0.15100838,-0.161425421,-0.129363293,0.025364486,-0.016422196,-0.109835256,-0.099744998,-0.063542693,-0.072616639,0.009112707,-0.022022401,0.013567588,3.64E-05,5.037380426,0.019053573,0.080693937,-0.026041274,-0.015326109,0.020134423,0.053972317
296,-0.110544288,-0.134333927,-0.004728001,-0.013732346,-0.019943094,-0.132671069,-0.095633583,-0.089346073,0.017003792,-0.067572161,-0.021838531,-0.038234688,-0.019496566,-0.010938103,-0.035842182,4.275256845,0.018886589,0.083302199,-0.025722309,-0.015671068,0.020353507,0.057132571
297,-0.067998954,-0.072966126,-0.184529183,0.017288792,-0.07723869,-0.114675103,0.010604529,-0.113568132,-0.066341157,-0.044269427,0.004452816,-0.049360182,-0.027576889,-0.041254554,-0.039217541,11.6487795,0.017622825,0.07808795,-0.025614583,-0.013479741,0.019537636,0.052430716
298,-0.0743939,0.044205853,0.043144953,-0.199714767,-0.024525028,-0.164814815,-0.04371919,-0.063281096,0.013661889,-0.001972356,-0.050567759,-0.023721584,-0.036103402,-0.007316403,-0.007822808,10.36378663,0.01672402,0.07651084,-0.024223405,-0.012745614,0.018509552,0.052268556
299,-0.039858644,-0.009788133,-0.037909534,0.008442996,-0.069496406,0.042531386,-0.039934718,-0.043266876,-0.071555682,-0.021531644,0.005665567,-0.03117889,-0.034509287,-0.001386845,-0.040219072,10.77882792,0.016666418,0.079072054,-0.025074086,-0.013388007,0.019734457,0.054716301
300,0.036570916,-0.118818011,-0.093452036,-0.125946266,-0.048220301,-0.181539741,-0.048037583,0.001248564,-0.095641032,-0.076223615,-0.00246664,0.019773944,-0.001126559,-0.030358126,-0.052720515,4.952292906,0.019391749,0.084364184,-0.026396564,-0.015862164,0.020744372,0.057509892
301,0.030365191,-0.057333304,-0.117267329,-0.085588413,-0.034609379,-0.110297419,-0.035723326,-0.027464297,0.018590719,-0.072604384,-0.033318178,0.013104348,-0.01628082,0.018498888,-0.012118811,15.11877087,0.015659087,0.072600076,-0.023815616,-0.011418296,0.017759255,0.048440748
302,-0.020690441,-0.077117485,0.03838971,-0.162916592,-0.079315725,-0.089542026,-0.109166262,-0.048620732,-0.028286703,-0.033295459,0.002759942,-0.014752575,-0.045657433,-0.047274331,-0.013193457,18.29947388,0.014917445,0.066937303,-0.022605003,-0.009519574,0.016510041,0.043635025
303,0.028438263,0.012401123,-0.084075594,-0.044000316,-0.049276689,-0.180327091,-0.101814123,-0.01591015,-0.091160096,-0.063150582,-0.077051256,-0.011826904,-0.007653897,-0.056892802,-0.023945396,0.640025462,0.022096296,0.091744597,-0.028045569,-0.018122843,0.02311713,0.063418766
304,-0.1434811,-0.158166074,0.002642753,-0.145265544,-0.049679688,-0.125491235,-0.093076999,-0.049663928,-0.025917233,0.002441321,-0.022829953,0.002563566,0.010684489,-0.017538673,-0.052951268,13.0193698,0.015818245,0.071846995,-0.02343817,-0.011855032,0.017287893,0.047923928
305,-0.149821599,-0.037760723,-0.14748995,0.021441181,-0.01317099,0.047740528,-0.089447102,-0.058141736,-0.117049383,0.004791584,0.005016668,-0.069721178,-0.056702057,-0.012163108,-0.016914527,18.36944475,0.015054083,0.069432723,-0.023200612,-0.010327995,0.017499192,0.046417108
306,0.044324107,0.007181554,-0.156264802,-0.07849993,-0.067430542,-0.179997096,-0.021998446,-0.061442532,-0.117589298,-0.004807985,-0.063113639,-0.029578971,-0.055986399,-0.008536942,-0.049129071,18.73816128,0.016503497,0.071748199,-0.02415296,-0.010688326,0.017832821,0.047005957
307,-0.159031266,-0.075378187,-0.163071262,-0.046639807,-0.095495588,0.018828315,-0.017386198,0.013634271,-0.058683017,-0.038605499,-0.077966932,-0.017570747,-0.003564244,-0.042478112,-0.033382362,2.020202592,0.01935783,0.085680525,-0.025565529,-0.017176167,0.020761086,0.059335341
308,-0.150478057,-0.086447792,-0.190661223,0.015205484,-0.095692851,-0.087570374,-0.019300458,-0.078776327,0.006998615,-0.01717304,-0.030531188,-0.039922886,0.017901758,0.002319936,0.014889941,10.40724192,0.016625674,0.077158191,-0.024327702,-0.013753302,0.018359659,0.052138831
309,-0.043178066,-0.054105999,0.046079542,-0.193841853,-0.196445338,0.015209148,0.006589021,0.013921471,0.004772428,-0.015239306,-0.050058266,-0.070311943,0.004151357,-0.026810909,-0.054441307,12.63290171,0.016745066,0.074895508,-0.024244625,-0.012418201,0.018729669,0.050889699
310,-0.015243355,0.023556617,0.042245609,-0.060080146,-0.110657817,-0.178987483,-0.02402367,-0.111290087,-0.065223612,-0.007811732,-0.003548419,-0.061708895,-0.021774993,-0.033522132,0.01846106,15.4623802,0.016233627,0.074684064,-0.023508582,-0.011618142,0.017641359,0.050097308
311,-0.027152483,-0.149787675,-0.007182284,-0.161131091,-0.006635746,-0.057794146,-0.03671688,-0.032276609,-0.013289594,-0.048923915,-0.062084902,-0.025475602,-0.019360679,-0.025920612,-0.035545365,6.658330922,0.017697123,0.079951749,-0.025227944,-0.014493079,0.019774846,0.054636308
312,-0.107421998,-0.157261303,0.011872589,0.014663841,-0.18457155,0.009172967,-0.059775732,-0.022713224,-0.046294788,0.007073851,0.01134527,0.011303018,-0.015560466,-0.005584911,-0.050195374,18.60473853,0.014916454,0.068202019,-0.022929514,-0.010188976,0.016763765,0.045087005
313,-0.168005781,-0.183414252,0.03881601,0.005320048,-0.09373436,-0.033179206,-0.114282063,-0.096101475,-0.048587945,-0.047323656,-0.064427815,-0.024307588,0.005954527,-0.024349312,0.010546733,7.278924935,0.018120771,0.079366717,-0.026067364,-0.014269388,0.020187336,0.05389087
314,-0.058659499,-0.057836155,-0.14006434,-0.087015609,-0.062808757,-0.038135743,-0.016052957,-0.015653304,0.011515463,-0.032647252,-0.074428334,-0.061949661,0.017314343,-0.024418513,-0.009536949,15.52573414,0.015266934,0.071340697,-0.023304276,-0.011378709,0.01744942,0.047554854
315,-0.064567357,-0.104624161,-0.056547322,-0.17320979,-0.145947715,0.039864504,-0.070295399,-0.012790208,-0.073454743,-0.016625945,-0.047574184,-0.05954349,-0.002473117,-0.021325334,0.011983393,19.53266606,0.014636755,0.065016,-0.022400003,-0.009282806,0.016172942,0.041936067
316,-0.062890776,-0.122673528,-0.061152444,-0.16937989,0.014970221,-0.081146594,-0.005421145,-0.050418245,-0.113935327,-0.048701716,0.007015443,0.008173455,-0.026430866,0.000973023,-0.007702821,11.01607101,0.016538801,0.075570907,-0.024208805,-0.012763934,0.018420473,0.051048917
317,-0.089845283,-0.079590076,-0.001858945,-0.024041209,-0.185878216,-0.078120974,0.004256134,-0.086816199,-0.089583272,-0.030256582,-0.050353987,-0.060912071,-0.043197085,-0.039615138,-0.002308814,8.441761748,0.018324928,0.080488065,-0.0257415,-0.014438557,0.020065687,0.054441839
318,-0.097820567,-0.012955931,-0.026207218,-0.119089029,-0.120341136,0.005245276,-0.062533879,-0.087627053,-0.01701924,0.0132546,-0.039003652,0.016866745,-0.038581915,-0.045450642,0.00298988,10.65395386,0.016555796,0.075513865,-0.024475106,-0.012718234,0.018784105,0.051179896
319,0.045992298,-0.074606157,-0.149990642,-0.065296071,-0.11230979,-0.192642442,-0.040841437,-0.088436954,0.006068589,-0.03158897,-0.063762089,-0.005349299,-0.006239213,-0.011949236,-0.0404961,19.32587844,0.015888983,0.069369244,-0.023341275,-0.010189977,0.016742713,0.044558739
320,-0.072847399,-0.155114217,-0.175898749,0.013803074,-0.192286375,-0.02172459,-0.0340334,-0.085596929,-0.019307825,0.001635416,-0.03696143,0.01769218,-0.046705055,0.010241905,-0.057934258,8.662567637,0.017933988,0.07952437,-0.025486182,-0.014555761,0.019344655,0.05341535
321,-0.188961627,0.006521217,-0.016716493,-0.064962518,-0.156780265,-0.183764196,-0.029622788,-0.032963064,-0.116001614,-0.038053843,-0.026604104,-0.062200943,-0.03962183,-0.014607251,0.019433458,14.29654796,0.016251417,0.072268708,-0.023661187,-0.01149893,0.01749125,0.047890717
322,-0.028381214,0.031818876,0.023822925,-0.048782383,0.025804273,-0.061181613,-0.011779862,-0.085305695,-0.005909241,-0.041664011,-0.045720757,-0.011132422,-0.017267342,-0.036383623,-0.022990905,16.09376381,0.015407958,0.073229112,-0.023906743,-0.011067827,0.018428707,0.050062901
323,-0.138104238,-0.027821497,-0.071031199,0.001504075,-0.089910024,0.004923527,-0.007703721,-0.084023084,-0.023220656,-0.025272511,-0.007999503,-0.028893763,-0.029817234,0.005052599,0.003053481,16.65721798,0.014769464,0.070227064,-0.023358674,-0.010759369,0.017437913,0.04701943
324,-0.023313874,0.040068376,-0.051544131,-0.04741616,-0.014669878,-0.050223577,-0.084446799,-0.103578972,-0.045820308,-0.028411212,-0.002022064,-0.040871303,-0.018348415,-0.02161656,-0.053921587,10.57978059,0.017103087,0.07911134,-0.025024367,-0.013297647,0.019579509,0.054324832
325,-0.009233031,-0.029338939,-0.103575875,0.026655654,0.015294182,-0.122583563,-0.013345766,-0.094511677,-9.13E-05,-0.034225771,-0.045346771,-0.035637069,0.005279134,0.011264862,0.011500966,7.402518106,0.018089712,0.084233673,-0.025954593,-0.01528599,0.020427428,0.058458838
326,0.019839561,-0.042375309,-0.049714945,-0.028351932,-0.176861077,0.046041998,-0.078295279,-0.112301482,-0.067450555,-0.012209102,-0.071862449,-0.027589022,-0.004056372,-0.047062217,0.004192722,6.196319777,0.019471366,0.084642673,-0.027216537,-0.015645409,0.021745969,0.057851216
327,-0.105551599,-0.078857199,-0.012292875,-0.069365063,-0.136444903,-0.022986239,0.015297995,-0.004638625,-0.036568551,-0.005463322,-0.011790194,-0.048171302,-0.018197119,-0.034309336,0.0022143,12.79697617,0.01563499,0.074302486,-0.02350137,-0.012413355,0.017809118,0.050430098
328,-0.14100774,-0.185524902,-0.183817804,-0.016191915,-0.046466411,-0.098544852,-0.077808613,-0.044382026,-0.078750851,-0.056743859,-0.025802155,-0.017129834,-0.021046128,0.00395331,-0.019716342,8.88683731,0.01726931,0.076971836,-0.025074572,-0.013740453,0.018889926,0.051375667
329,0.024910689,-0.095126766,-0.028282507,-0.167478059,-0.01247203,-0.070729039,-0.115176602,0.008375075,0.011076268,-0.072217789,-0.03769508,-0.006733699,-0.059380803,-0.018232496,-0.037018662,14.77755699,0.015881941,0.070646083,-0.024201397,-0.010746438,0.018174094,0.046786467
330,0.025421362,-0.144481328,-0.100101586,0.027068536,0.038155563,-0.086296026,-0.047104575,-0.014201915,0.009821187,-0.028786156,-0.039524185,-0.051634985,-0.054505133,-0.051316551,0.001953397,15.57524922,0.015632023,0.073861857,-0.02446595,-0.011691282,0.018468916,0.049751545
331,-0.151418588,0.034192357,-0.054981129,-0.156257434,-0.086250917,-0.06491619,-0.069116082,-0.080751972,-0.082054104,-0.000920673,-0.053451812,-0.064983089,-0.047044168,-0.001129978,0.001618457,12.1470145,0.016351923,0.073442877,-0.023976363,-0.012004678,0.018036061,0.049171505
332,-0.184203643,-0.181648087,-0.183062765,-0.153786004,-0.111353025,-0.067264993,-0.105059788,0.017717531,-0.033261606,0.004529505,-0.038313274,-0.068011999,-0.036321204,-0.048016788,-0.004398693,9.573023767,0.017186124,0.073680299,-0.024034135,-0.013140739,0.017786646,0.04868617
333,-0.102573634,-0.128205535,-0.035899036,0.022689485,-0.131635698,-0.188244344,-0.017970064,0.011416234,0.002938001,-0.037639334,0.012140359,-0.007793369,-0.025525401,0.010876092,0.016323864,12.54574754,0.01600588,0.075116135,-0.023683162,-0.012723033,0.017625456,0.050665186
334,-0.179514637,-0.003685316,0.023265507,0.034676362,-0.132549086,-0.084358607,0.019768289,0.017012052,-0.034261843,-0.008337223,-0.039818136,0.004341138,-0.021373597,-0.02963461,0.001437588,3.699784588,0.017977561,0.08509241,-0.024362025,-0.016297251,0.019527727,0.059847329
335,-0.022993709,-0.062973428,-0.108473326,-0.011352989,-0.015823531,0.04139667,-0.096344391,-0.026150162,-0.014238798,-0.002748354,-0.024179045,-0.008284751,0.002957961,-0.012817241,-0.048286321,18.24432209,0.014702638,0.070147585,-0.023433403,-0.010502896,0.017679166,0.047143357
336,-0.066969164,-0.059008029,-0.041482509,-0.090695217,0.02429172,-0.014627149,-0.068319301,-0.066876418,-0.08517326,-0.011393415,-0.019620886,0.007002658,0.008074845,0.016568456,-0.059193321,12.05688986,0.01619381,0.076249419,-0.024515821,-0.012694645,0.018923312,0.052311192
337,-0.150906944,-0.131289436,-0.050661556,-0.18542829,-0.192654002,-0.117060518,-0.070316574,-0.05016649,-0.118125554,-0.079431551,0.015191097,-0.064742119,-0.055029585,-0.000655517,-0.01344036,1.75635703,0.021128375,0.083585595,-0.027008679,-0.016545994,0.021440814,0.056183771
338,-0.070641664,-0.151378017,-0.078697553,-0.016731247,-0.133415795,-0.041005035,-0.11904396,-0.035921388,-0.021387393,-0.005593875,-0.079977484,-0.036357763,0.001435183,-0.035401192,-0.045277618,17.62112672,0.015494761,0.068959074,-0.023415688,-0.010499014,0.017174471,0.044892045
339,-0.1263481,-0.140246027,-0.167768348,-0.10879827,-0.152657614,-0.18540915,-0.076240844,-0.062288719,-0.050671929,-0.058992993,-0.018708746,0.006406291,-0.045315231,-0.051076435,-0.040810857,8.722445787,0.018038525,0.075545876,-0.024844138,-0.013357929,0.018490703,0.049372458
340,-0.191533595,0.000971264,0.030254178,0.033388228,0.008861159,-0.177914623,-0.077334315,-0.095346839,-0.100144489,0.015600357,-7.06E-06,-0.020532469,0.012379053,0.006325069,-0.058944615,9.225657397,0.018350466,0.082494397,-0.025074921,-0.014605889,0.01989575,0.057592348
341,-0.070244076,0.039993209,0.03603091,-0.030975464,-0.130115414,-0.018432596,-0.079976227,-0.10257085,-0.093903367,-0.019754238,-0.039370563,0.01897883,-0.049288145,-0.049704728,0.007702728,8.559178313,0.01791326,0.080344119,-0.02549531,-0.013751599,0.020138532,0.055046105
342,-0.142381372,-0.039236626,0.017981883,-0.184182265,-0.123703899,0.047063574,0.009878527,-0.076476009,-0.062408594,-0.02991435,-0.027977911,-0.036665304,-0.037392604,-0.007433603,0.004806596,5.885008984,0.017978303,0.079880398,-0.025551625,-0.01456671,0.020116057,0.054981414
343,-0.120031527,-0.061172517,0.047694142,0.02007616,-0.064264446,-0.17667046,-0.092441784,-0.073337041,0.000413302,-0.017617977,-0.058842733,-0.063943311,-0.040005907,-0.035731568,-0.003083774,0.598204668,0.020548998,0.08959817,-0.026214212,-0.017834033,0.021430855,0.062256095
344,-0.009630527,-0.001627381,-0.113111806,-0.160133238,-0.198830542,-0.013069579,-0.058226765,-0.061089852,-0.081256962,-0.043555257,-0.073096782,-0.005158707,0.004675802,-0.040490957,-0.05409997,6.457388773,0.018795669,0.081398557,-0.025772439,-0.014995351,0.020224696,0.054768733
345,-0.030874205,-0.049046625,-0.129394338,-0.130329375,0.046735881,-0.173004161,-0.012719012,-0.04230432,0.003475412,-0.001104252,-0.053595829,-0.049042382,-0.003091829,-0.059369297,-0.03491571,8.237304922,0.018134923,0.081226504,-0.025540829,-0.014710935,0.020098294,0.055789959
346,-0.045480424,-0.182006345,0.025172092,-0.1073148,0.014034707,-0.003619079,0.009058845,-0.016632746,-0.074574374,-0.069425628,-0.078401933,-0.05041106,-0.032865999,-0.027006322,-0.042399888,12.20545476,0.016781574,0.075863839,-0.024572378,-0.012450675,0.019108259,0.051561517
347,-0.066617011,-0.068260197,0.019003208,-0.037599328,-0.17883284,-0.110655896,-0.03356544,-0.103344419,-0.098279963,-0.074628446,-0.005366454,-0.011559643,-0.058555949,-0.046844582,-0.050466984,1.288356467,0.021066437,0.088055148,-0.027065301,-0.017203981,0.021978074,0.060126439
348,-0.004209905,-0.13541766,-0.036698316,-0.007115185,-0.036699632,0.007822367,-0.092040228,-0.094445293,-0.087967167,0.000916018,0.008538779,-0.014072683,0.010953898,-0.007612164,-0.050877469,9.765239921,0.017308913,0.080772257,-0.025401919,-0.014234852,0.019829689,0.055584236
349,-0.078310739,-0.052185807,-0.043052415,-0.18247313,0.029703725,-0.004080153,-0.059348389,-0.026846803,-0.007593069,-0.043260784,-0.007447785,-0.068359575,-0.046505159,-0.053902802,-0.029319924,9.044268419,0.017184436,0.076577532,-0.025144534,-0.013117702,0.019695801,0.052474838
350,-0.18373962,-0.015726988,0.00717407,-0.167635441,-0.147102684,0.03128261,-0.049770155,-0.048584867,-0.01201631,-0.067307643,-0.070794387,-0.027245988,-0.02234698,-0.024950016,-0.004002862,4.063929393,0.019040995,0.080370767,-0.026387846,-0.014934955,0.02095105,0.055090801
351,-0.091426012,0.027537131,-0.073954197,-0.064075106,-0.156055731,-0.028134324,0.017546112,-0.044658277,-0.022143723,-0.03897565,-0.004660738,-0.04435218,0.0166977,-0.031175732,-0.037305818,16.10282708,0.015111824,0.071327104,-0.023001708,-0.011208711,0.017243351,0.047745942
352,-0.024817684,-0.168924265,-0.166575758,-0.095259089,-0.141284933,0.044580315,-0.031468776,-0.055573193,-0.019801684,-0.022077634,0.015715221,-0.048570902,0.004209645,-0.043579553,0.010346943,3.932173563,0.018654583,0.084288698,-0.025420725,-0.016513204,0.019865493,0.057627226
353,-0.021287222,-0.085080976,-0.19664198,0.011753064,-0.067790363,-0.015462854,-0.082337888,0.000588678,-0.027932192,-0.077587781,-0.031716183,-0.075705099,0.013836874,-0.008211298,-0.013881209,3.718003506,0.019252761,0.086096344,-0.026202152,-0.01667659,0.020908126,0.059345973
354,0.01851374,-0.064101259,-0.064158454,-0.059222056,-0.009901597,0.036968197,-0.057000781,-0.027204257,-0.080687372,-0.042337339,-0.010444176,-0.071211303,0.015062677,-0.038334698,0.00066969,4.754484681,0.018768552,0.086239105,-0.026104475,-0.016283657,0.021187538,0.060352854
355,0.04992619,-0.147738927,-0.11825256,-0.198264209,-0.028638847,0.018677758,-0.023732362,-0.046299698,-0.075358707,-0.049198269,-0.079289434,-0.02795129,-0.045432189,0.00340814,0.004519324,17.55774496,0.015113481,0.068233627,-0.023107729,-0.010156406,0.016910087,0.04434996
356,0.014933661,-0.080658004,-0.073024519,-0.034450083,-0.031134228,-0.106170581,0.015067877,-0.075369196,-0.009642631,0.010507731,-0.059295295,-0.003598214,-0.0546964,-0.037062671,0.008607687,0.825749207,0.01999423,0.090224634,-0.025891316,-0.018004405,0.021104133,0.062986709
357,-0.163751095,0.0039496,-0.113454716,-0.112282523,-0.104146694,-0.066859433,-0.030005056,-0.000591705,-0.07996866,-0.027510112,-0.065003613,-0.004139921,-0.038608046,0.001944905,-0.028195264,2.099331019,0.019041595,0.084449447,-0.02523857,-0.016527334,0.020105817,0.05815733
358,0.048398779,-0.101187797,-0.130583258,-0.071109772,-0.017708963,-0.109986167,-0.10847477,-0.031054854,-0.013001703,0.014995136,-0.023378199,-0.058835364,0.017718852,-0.038102494,-0.022363064,4.869077512,0.019154507,0.086651269,-0.02605337,-0.016730232,0.020655849,0.059872878
359,-0.092473891,-0.109211157,-0.104324146,0.015660867,-0.141944718,-0.173929544,-0.022432792,-0.07209218,-0.10062001,-0.018314251,-0.043307926,-0.078893996,-0.023364503,-0.003173987,-0.029696797,6.352840662,0.019886995,0.085103239,-0.026934105,-0.016200298,0.021218508,0.057871942
360,-0.152092257,-0.173389497,-0.003923345,-0.148128755,-0.102098495,-0.166350123,-0.083748579,0.00403211,-0.066674737,-0.022979277,-0.009308404,0.015572079,-0.036492597,0.019515155,-0.018373262,17.54603403,0.014912384,0.066106197,-0.022363597,-0.009877629,0.015801774,0.042712236
361,-0.135026412,-0.006665798,-0.0408846,-0.165051022,-0.091802852,-0.149276741,-0.106733956,-0.016991832,-0.109258222,-0.049368078,-0.018422176,-0.011265944,0.009226812,-0.041509945,-0.019147187,9.26756106,0.017423986,0.076126078,-0.024645959,-0.013137435,0.018696279,0.051122135
362,0.00433176,-0.015123651,-0.021197492,-0.052026735,-0.117624591,-0.004668051,-0.085540738,-0.090903869,-0.091807888,0.018877164,-0.029618287,-0.030564274,-0.049531629,0.004397611,-0.044245884,12.0080161,0.016815113,0.077540951,-0.024905064,-0.012853403,0.019215516,0.05260382
363,0.034994322,-0.022289346,0.037427327,-0.039380583,-0.122978313,-0.162916675,-0.024167633,-0.053547423,-0.071341363,-0.052009128,-0.075476207,-0.070904402,-0.023824587,-0.000101653,-0.024699729,3.763777633,0.020279656,0.088868541,-0.026418572,-0.016884514,0.02139126,0.061332731
364,-0.06321648,-0.160545407,-0.098587698,-0.068098515,-0.045580525,0.012969519,-0.095149326,-0.105943782,0.007255051,-0.04513508,0.012322293,-0.043598184,-0.053725461,-0.051886149,-0.023099161,6.015293962,0.018321534,0.080072841,-0.025838618,-0.014636676,0.020270948,0.054272467
365,-0.048774707,-0.142072882,-0.04520778,0.003040343,0.023362493,-0.029980344,-0.04603646,-0.038678866,-0.0622229,-0.07834431,-0.048035569,-0.073751257,-0.019886413,-0.0479335,-0.017682659,11.77041808,0.01674786,0.077008541,-0.025197764,-0.012792289,0.019560442,0.052338207
366,-0.114979006,-0.197012655,-0.160455973,-0.178359276,-0.050050468,-0.126169768,0.001085863,-0.112975728,-0.052391244,-0.059372338,0.018819088,0.012082904,0.009576495,-0.031697489,-0.039978406,9.358446092,0.017009383,0.075522997,-0.024207593,-0.013511778,0.017901651,0.050063516
367,-0.08093193,0.010485637,-0.045822852,0.03200594,-0.161740067,-0.157286323,5.35E-05,-0.118587178,-0.086278594,-0.067925882,-0.072475488,0.017463306,0.011138036,0.005901335,0.004363702,14.36067372,0.017150659,0.075566575,-0.024157293,-0.012211935,0.018181902,0.05038967
368,-0.029193348,-0.008459947,-0.026701399,-0.118635023,-0.04464006,-0.14230028,-0.114974115,-0.072434964,-0.00916962,0.016923426,-0.03417216,-0.046365412,0.007535105,0.009684597,-0.020384019,8.065927164,0.017620788,0.080914993,-0.024723321,-0.014537307,0.019189124,0.055512571
369,0.035654707,-0.154312042,-0.098772159,0.046933461,-0.03937454,0.021615083,-0.111863841,-0.054092843,-0.010027989,0.006751806,0.006671236,-0.006822596,-0.043314885,-0.043855785,0.0172983,0.319776869,0.019697408,0.090343637,-0.026268112,-0.018079212,0.021240118,0.063177046
370,0.047546013,-0.092083053,-0.174314207,-0.19809925,0.020293365,0.038617694,-0.075814291,-0.053117618,-0.079743356,0.010083979,-0.056392471,-0.035255871,-0.050317425,0.017035243,-0.001359812,14.80893522,0.015723713,0.071937601,-0.023909956,-0.011341471,0.017886945,0.047816616
371,-0.072475456,-0.041846377,-0.018578952,-0.115055437,-0.16848294,-0.180759236,-0.102801442,0.014227524,0.009126145,-0.045346947,0.016380829,-0.015996731,-0.003623937,0.011486638,-0.04779438,16.7794537,0.015463975,0.069250121,-0.022136772,-0.010560664,0.016096254,0.045372972
372,-0.050822353,-0.177245689,-0.068906936,0.008798208,-0.081810831,-0.119979528,-0.037339822,-0.080284634,-0.032663125,-0.005112003,-0.044570873,0.013389693,-0.044050405,-0.02503262,0.009491374,8.523092093,0.017645286,0.080229509,-0.025278961,-0.014444837,0.019326049,0.054290525
373,0.031427847,-0.01739218,-0.075607986,-0.187620656,0.019547123,-0.135037189,-0.015293573,-0.004177196,-0.035728064,-0.019385597,-0.009586375,-0.038384419,-0.022601032,-0.058666517,0.018129513,2.298673089,0.019234642,0.087237252,-0.025449458,-0.016906317,0.020514889,0.06081295
374,-0.162900336,0.042655173,-0.002723192,-0.155184656,-0.120896312,-0.189833954,-0.045687981,-0.083449228,-0.055659514,-0.007309595,0.013149988,-0.07522393,-0.037737846,0.004912165,0.015433245,4.210549435,0.019129809,0.083470438,-0.025237942,-0.015802021,0.019837066,0.057309766
375,-0.006229612,-0.070400263,-0.091236547,-0.165933281,-0.01711238,0.049598308,-0.107878326,0.010678917,-0.110050505,-0.072271171,-0.028917405,-0.059482907,-0.024042782,-0.019576264,-0.039549454,6.592741521,0.018849209,0.08088128,-0.026271126,-0.014512938,0.02095822,0.055385719
376,-0.136311904,-0.171551823,-0.0432644,0.035888648,0.024714217,-0.189096049,0.005070687,-0.050920367,-0.062805277,-0.069678577,-0.023073387,-0.049846417,-0.006139539,0.009975466,0.001108826,18.16066034,0.015302304,0.07015938,-0.023447706,-0.010773589,0.017274336,0.046614218
377,-0.111419495,-0.040481146,-0.033221842,-0.111025869,-0.107984787,-0.035025633,-0.117521873,-0.101419145,-0.031454305,-0.039535819,-0.031011237,-0.076780677,-0.005350304,-0.028107459,-0.053607066,16.97871387,0.015502429,0.068347865,-0.023130412,-0.010233615,0.017137735,0.044784035
